,id,lonlat,tags.power,tags.substation,Type,Area,tags.voltage,tags.frequency,Country
1998,823597058.0,"[18.417873784586465, -33.921136594910166]",substation,minor_distribution,Way,220.0,,,south-africa
2000,185153857.0,"[31.3045609473701, -25.544266918699883]",substation,traction,Way,3370.0,132000,,south-africa
2001,799536357.0,"[28.75123177882159, -26.12088954411208]",substation,,Way,3270.0,,,south-africa
2002,458281905.0,"[29.461787150000106, -26.079101949999984]",substation,traction,Way,720.0,132000,,south-africa
2004,241028377.0,"[26.05874959999992, -27.30751235]",substation,,Way,480.0,,,south-africa
2005,256629763.0,"[30.035180032651514, -27.968869602088436]",substation,traction,Way,1640.0,88000,,south-africa
2007,919752427.0,"[30.317122157659842, -30.366683950314687]",substation,transmission,Way,4630.0,132000,,south-africa
2008,249130532.0,"[31.30802911958113, -25.62423301562648]",substation,transmission,Way,6300.0,132000,,south-africa
2009,740548643.0,"[30.981629012931652, -25.458035973978205]",substation,,Way,1550.0,,,south-africa
2010,218418364.0,"[29.214782064072125, -26.60599454222199]",substation,transmission,Way,15410.0,132000,,south-africa
2011,402341032.0,"[24.757707437484086, -33.72678021632848]",substation,minor_distribution,Way,1530.0,,,south-africa
2012,664534569.0,"[29.992323750000114, -26.553762700000018]",substation,,Way,12720.0,,,south-africa
2015,248721942.0,"[29.009614010722427, -28.266181175042583]",substation,traction,Way,1090.0,88000,,south-africa
2017,741684719.0,"[31.10240932838377, -25.47295415602401]",substation,,Way,1040.0,,,south-africa
2019,184212847.0,"[26.838155268087526, -24.81191036786651]",substation,transmission,Way,7500.0,132000,,south-africa
2020,191256317.0,"[24.22748285785016, -28.322181417486114]",substation,transmission,Way,11910.0,132000,,south-africa
2021,100402792.0,"[27.444717120781576, -32.540035502742704]",substation,traction,Way,4570.0,132000,,south-africa
2022,813147611.0,"[30.89493784754971, -29.65538196897838]",substation,,Way,8200.0,,,south-africa
2023,438266530.0,"[30.962353423682075, -29.724155393924033]",substation,,Way,8730.0,,,south-africa
2025,215828349.0,"[26.59006036003664, -33.27425556596584]",substation,transmission,Way,36580.0,132000,,south-africa
2026,262480232.0,"[26.834496736965438, -28.19365958276705]",substation,traction,Way,2310.0,132000,,south-africa
2027,207991752.0,"[29.90544603891084, -30.607137027458677]",substation,transmission,Way,119310.0,400000;132000,,south-africa
2029,639458515.0,"[28.156211351846522, -31.894211480793448]",substation,transmission,Way,11170.0,132000,,south-africa
2030,222030894.0,"[20.03339587916846, -34.78653435327153]",substation,,Way,2430.0,,,south-africa
2031,275831286.0,"[27.546959833499265, -23.653134197954557]",substation,,Way,1820.0,,,south-africa
2032,218772975.0,"[27.808634000000154, -26.690770200000056]",substation,,Way,5450.0,,,south-africa
2033,841084324.0,"[25.47365112971898, -33.923452608463464]",substation,transmission,Way,8910.0,132000,,south-africa
2034,456151099.0,"[31.010972512466676, -29.81386918224572]",substation,transmission,Way,14120.0,275000,,south-africa
2035,542268601.0,"[27.890196342428965, -26.136466046254668]",substation,,Way,6260.0,,,south-africa
2037,689375961.0,"[18.45390179290863, -34.0352632730937]",substation,minor_distribution,Way,480.0,,,south-africa
2039,214437948.0,"[28.278119779273784, -26.277074951527457]",substation,transmission,Way,143750.0,275000;88000,,south-africa
2040,934819484.0,"[21.880335994357925, -34.104323511143896]",substation,transmission,Way,276880.0,400000;132000;66000,,south-africa
2041,761354628.0,"[28.22768263967274, -25.971417290356563]",substation,,Way,2910.0,,,south-africa
2043,111430895.0,"[24.881192299999928, -28.072598649999993]",substation,traction,Way,960.0,132000,,south-africa
2044,167542258.0,"[20.595292297546006, -32.93510404052259]",substation,,Way,7360.0,,,south-africa
2047,643195173.0,"[24.506021046026078, -34.07322299163501]",substation,,Way,15930.0,,,south-africa
2049,42056180.0,"[28.193311824945475, -26.115651114822427]",substation,,Way,20260.0,88000,,south-africa
2050,191254309.0,"[24.50045225360768, -28.517258373005173]",substation,traction,Way,1230.0,132000,,south-africa
2051,184646329.0,"[28.296120099999918, -24.92038379999989]",substation,traction,Way,4530.0,132000,,south-africa
2052,931095071.0,"[27.16690499132208, -24.97546492810001]",substation,transmission,Way,3530.0,88000,,south-africa
2053,248930034.0,"[29.293306300000072, -26.914649999999995]",substation,transmission,Way,3050.0,,,south-africa
2055,217815459.0,"[25.191269355116134, -31.720337516986397]",substation,,Way,10300.0,400000,,south-africa
2056,455668388.0,"[28.016592653771493, -26.0947126654742]",substation,transmission,Way,41870.0,275000;88000,,south-africa
2057,472318840.0,"[28.29991669966575, -25.613692478254784]",substation,traction,Way,2770.0,,,south-africa
2058,549419087.0,"[29.14076864999993, -26.319664750000012]",substation,,Way,520.0,,,south-africa
2059,698987530.0,"[18.457400534846396, -34.074734201965406]",substation,,Way,1010.0,,,south-africa
2062,203678082.0,"[25.039741502007182, -27.96387474899117]",substation,transmission,Way,11330.0,132000,,south-africa
2065,922740715.0,"[29.85763844637633, -27.383012633138556]",substation,traction,Way,1190.0,,,south-africa
2066,177806135.0,"[19.18664710280659, -34.23923426408933]",substation,transmission,Way,43600.0,132000;66000,,south-africa
2067,178240552.0,"[27.661561723986416, -26.447903102996257]",substation,transmission,Way,82440.0,275000;132000,,south-africa
2068,804707941.0,"[25.562930721720324, -33.91373201799156]",substation,,Way,22280.0,,,south-africa
2069,243488091.0,"[30.450058929994736, -29.551224566495208]",substation,,Way,5570.0,,,south-africa
2071,100686200.0,"[31.734071833313205, -25.44723113335115]",substation,transition,Way,1700.0,132000,,south-africa
2072,88874683.0,"[25.149787601351257, -31.534302132311865]",substation,traction,Way,3930.0,132000,,south-africa
2076,359805008.0,"[28.01097990779369, -25.96528931858892]",substation,transmission,Way,84110.0,400000;88000,,south-africa
2077,630046511.0,"[27.358695550000046, -30.525253100000022]",substation,,Way,7600.0,,,south-africa
2078,191036923.0,"[24.587679400000045, -28.521235349999944]",substation,traction,Way,3530.0,132000,,south-africa
2082,96010214.0,"[27.71892445143647, -31.778952276207974]",substation,transmission,Way,2930.0,,,south-africa
2084,236798177.0,"[27.038401651629506, -26.350001728781454]",substation,traction,Way,2430.0,132000,,south-africa
2085,456092096.0,"[30.63371239009848, -30.42167431395595]",substation,transmission,Way,4090.0,,,south-africa
2087,757673945.0,"[30.69958600000004, -25.51765879999988]",substation,,Way,1140.0,,,south-africa
2089,921867451.0,"[29.78944979652162, -27.076897703704176]",substation,traction,Way,6410.0,,,south-africa
2090,219010939.0,"[19.457234934082642, -33.640734846006104]",substation,,Way,3900.0,,,south-africa
2091,100460497.0,"[31.86220114999996, -28.518064600000002]",substation,traction,Way,700.0,88000,,south-africa
2092,259367748.0,"[28.192573492118374, -25.762507311172314]",substation,,Way,450.0,,,south-africa
2093,220165340.0,"[30.05223318492896, -25.93237800254066]",substation,transmission,Way,10470.0,132000,,south-africa
2096,582868453.0,"[31.69967164999988, -29.011892299999786]",substation,,Way,100.0,,,south-africa
2097,804564732.0,"[27.64747160000005, -26.31245984999994]",substation,,Way,2390.0,,,south-africa
2098,805287307.0,"[18.559775452348998, -34.07060461610734]",substation,,Way,0.0,,,south-africa
2101,643848133.0,"[30.355940824058756, -30.814809635178122]",substation,transition,Way,3720.0,,,south-africa
2103,458266052.0,"[26.24050412899518, -29.129496741059192]",substation,transmission,Way,22320.0,132000,,south-africa
2104,875936265.0,"[24.66593611361776, -28.584515393193442]",substation,traction,Way,880.0,132000,,south-africa
2108,377728023.0,"[23.052575099999952, -27.974867900000035]",substation,traction,Way,4320.0,132000,,south-africa
2109,217791405.0,"[27.104141632339687, -25.35678907231018]",substation,transmission,Way,3090.0,88000,,south-africa
2110,224181013.0,"[23.103311050000137, -28.131017750000183]",substation,transmission,Way,15780.0,132000,,south-africa
2112,202205866.0,"[20.330304366707985, -31.408706556555043]",substation,,Way,5680.0,,,south-africa
2114,457745071.0,"[29.85098005827592, -24.30282214190052]",substation,transmission,Way,10940.0,132000,,south-africa
2115,930345701.0,"[27.823597870397947, -25.62849827629094]",substation,transmission,Way,26260.0,132000,,south-africa
2117,803577335.0,"[25.378328575294578, -33.73066224426964]",substation,,Way,6660.0,,,south-africa
2119,219840893.0,"[29.865860435384743, -27.4385002958172]",substation,traction,Way,2070.0,88000,,south-africa
2120,414118362.0,"[23.06112568446876, -27.697059551889396]",substation,transmission,Way,4330.0,66000,,south-africa
2122,92138202.0,"[24.702356449999982, -29.902478200000004]",substation,transmission,Way,2900.0,,,south-africa
2123,698914761.0,"[18.44921496742127, -34.06892499593266]",substation,minor_distribution,Way,20.0,,,south-africa
2125,243351664.0,"[28.891264505939027, -26.04368511675414]",substation,traction,Way,5510.0,132000,,south-africa
2127,91979996.0,"[20.746634900000053, -33.22390259999993]",substation,,Way,2790.0,,,south-africa
2128,284576312.0,"[27.1036013150969, -26.701961585032308]",substation,,Way,7450.0,,,south-africa
2129,226783991.0,"[28.494878630588204, -25.724030522633267]",substation,traction,Way,3490.0,88000,,south-africa
2130,284576321.0,"[27.507042363599236, -26.31352411402303]",substation,,Way,2140.0,,,south-africa
2133,107425913.0,"[18.664995384649487, -33.066678789851565]",substation,,Way,3870.0,,,south-africa
2134,454492684.0,"[26.10643778107304, -29.104019315601274]",substation,transmission,Way,151090.0,275000;132000,,south-africa
2135,105742370.0,"[28.400979430606238, -26.47134474102733]",substation,traction,Way,2570.0,88000,,south-africa
2136,275831285.0,"[27.52374559999997, -23.65960260000013]",substation,,Way,2270.0,,,south-africa
2137,810620161.0,"[28.49131970000001, -26.589301250000087]",substation,,Way,310.0,,,south-africa
2139,415358048.0,"[28.267645484174874, -26.259220362655444]",substation,,Way,7040.0,,,south-africa
2140,42209860.0,"[28.114762805001806, -26.229537030796145]",substation,transmission,Way,62400.0,275000;88000,,south-africa
2141,249130530.0,"[31.78287354999998, -25.44070110000001]",substation,transmission,Way,4670.0,132000,,south-africa
2144,228979822.0,"[28.785287118762664, -31.62135568336419]",substation,transmission,Way,25050.0,132000,,south-africa
2145,194067986.0,"[17.884006820831754, -29.632502926152235]",substation,transmission,Way,51320.0,220000;66000,,south-africa
2147,702135694.0,"[26.27105403694796, -29.11770876071353]",substation,,Way,7880.0,,,south-africa
2148,456092104.0,"[30.40769391651601, -30.751960970612032]",substation,transmission,Way,20230.0,132000;88000,,south-africa
2150,102050065.0,"[28.245272487007636, -31.16937518076478]",substation,transmission,Way,10130.0,132000,,south-africa
2152,250247014.0,"[31.775274817509533, -25.67084857990982]",substation,transmission,Way,3780.0,,,south-africa
2153,824259277.0,"[31.19408698180514, -25.50588314071805]",substation,traction,Way,910.0,132000,,south-africa
2154,169667549.0,"[21.46904545000013, -33.062944249999944]",substation,transition,Way,3000.0,132000,,south-africa
2155,878692930.0,"[27.827749696375893, -26.54552945653416]",substation,,Way,12580.0,,,south-africa
2156,256769763.0,"[29.689568280256907, -25.68609554424625]",substation,traction,Way,1680.0,132000,,south-africa
2158,643848139.0,"[30.34126941230805, -30.853065925333514]",substation,transition,Way,1450.0,,,south-africa
2159,831993140.0,"[28.129028778266115, -27.655352862406616]",substation,,Way,2210.0,,,south-africa
2161,213181313.0,"[29.767054344033166, -27.098272821977865]",substation,transmission,Way,110250.0,400000,,south-africa
2162,259398263.0,"[30.791095550000136, -27.06511790000013]",substation,transition,Way,560.0,88000,,south-africa
2166,675823328.0,"[26.092510246645023, -33.318351716462274]",substation,,Way,4490.0,,,south-africa
2169,664275033.0,"[25.378155099030113, -29.097663783424046]",substation,transmission,Way,5620.0,132000,,south-africa
2171,456092093.0,"[30.681858155489053, -30.279581205145604]",substation,transmission,Way,13260.0,132000,,south-africa
2172,219710596.0,"[27.694323618891485, -26.18755586611051]",substation,,Way,3060.0,,,south-africa
2175,641364680.0,"[27.289180749999908, -32.90049295000003]",substation,,Way,6180.0,,,south-africa
2176,928627995.0,"[23.05799169999986, -27.889411900000045]",substation,,Way,1110.0,,,south-africa
2178,586032034.0,"[20.00974492414054, -33.10691550669145]",substation,transmission,Way,375020.0,765000;400000,,south-africa
2179,258194934.0,"[29.140484032148777, -23.267367110817816]",substation,transmission,Way,4250.0,132000,,south-africa
2180,687560332.0,"[18.467417612660682, -33.980171324457075]",substation,,Way,2200.0,,,south-africa
2182,426540555.0,"[27.714959461981145, -26.16797467919113]",substation,,Way,4160.0,,,south-africa
2183,928797453.0,"[22.953653251522145, -27.397385065744682]",substation,transmission,Way,4840.0,132000,,south-africa
2184,247947724.0,"[29.146934704389437, -26.558467427526303]",substation,,Way,4410.0,,,south-africa
2186,90267817.0,"[27.886017820172817, -32.99086984124962]",substation,transmission,Way,7950.0,132000,,south-africa
2187,530647951.0,"[23.999786686394398, -28.64676981885568]",substation,transmission,Way,4900.0,132000,,south-africa
2190,191254304.0,"[24.55733476608606, -28.516922500886484]",substation,transmission,Way,6080.0,132000,,south-africa
2194,107391775.0,"[30.365459854809068, -29.64342606401289]",substation,transmission,Way,21080.0,,,south-africa
2197,216933540.0,"[26.717367933814018, -28.39498404940318]",substation,,Way,1510.0,,,south-africa
2198,256761318.0,"[30.335451752749012, -25.63980339667626]",substation,traction,Way,2670.0,132000,,south-africa
2200,456151098.0,"[31.010864294371668, -29.814458221939095]",substation,transmission,Way,15670.0,132000,,south-africa
2201,720633767.0,"[18.468381058450202, -34.02178813563068]",substation,minor_distribution,Way,510.0,,,south-africa
2203,799554890.0,"[28.254484720717173, -26.342031429334078]",substation,,Way,2530.0,,,south-africa
2204,105811489.0,"[28.29466607798262, -26.29362495626065]",substation,traction,Way,2490.0,88000,,south-africa
2205,182262936.0,"[27.183345746746536, -25.634910536000174]",substation,transmission,Way,36130.0,275000;88000,,south-africa
2206,83889213.0,"[27.863498383553164, -26.1813792815837]",substation,,Way,4100.0,,,south-africa
2207,753581277.0,"[29.170484807588714, -25.864121837592364]",substation,,Way,7020.0,,,south-africa
2208,208796567.0,"[24.11401399999996, -27.205577800000032]",substation,transmission,Way,3990.0,,,south-africa
2209,931118311.0,"[28.245451150000015, -22.88554974999988]",substation,,Way,600.0,132000,,south-africa
2213,702305651.0,"[18.4308051636143, -33.92958462095382]",substation,,Way,410.0,,,south-africa
2214,663042839.0,"[24.74750005893938, -28.615686804453066]",substation,transmission,Way,5820.0,132000,,south-africa
2216,103752489.0,"[29.216760908092347, -26.099744182534078]",substation,traction,Way,1670.0,,,south-africa
2217,98231341.0,"[27.9756850168714, -26.738686342503428]",substation,transmission,Way,86010.0,275000,,south-africa
2218,248895703.0,"[29.201487994652176, -27.23793772322428]",substation,transition,Way,370.0,88000,,south-africa
2219,262586376.0,"[26.56128539999999, -28.588723549999994]",substation,,Way,1610.0,132000,,south-africa
2220,704628438.0,"[28.12615310240607, -26.303118524534614]",substation,,Way,2050.0,,,south-africa
2221,923347042.0,"[18.742073263012585, -33.44721022984519]",substation,,Way,7390.0,,,south-africa
2222,925641654.0,"[29.40172895000011, -25.936417149999983]",substation,,Way,2090.0,,,south-africa
2225,747169032.0,"[28.735438220437047, -25.68970772795866]",substation,,Way,5040.0,,,south-africa
2226,636805559.0,"[18.527967970319757, -33.350927053953264]",substation,,Way,5830.0,,,south-africa
2227,407556845.0,"[25.351805300000066, -33.910733550000636]",substation,,Way,460.0,,,south-africa
2229,785085405.0,"[30.81102841462523, -26.048668811597157]",substation,,Way,5090.0,,,south-africa
2232,83951788.0,"[28.268598916790165, -26.005275083161067]",substation,transmission,Way,245320.0,275000;132000;88000,,south-africa
2234,814638024.0,"[26.172250868515476, -26.140747213500596]",substation,traction,Way,2170.0,88000,,south-africa
2235,231029636.0,"[30.682479900000065, -29.794131999999987]",substation,traction,Way,750.0,,,south-africa
2236,209365700.0,"[29.35239858983354, -26.773720046232658]",substation,transmission,Way,95170.0,400000,,south-africa
2237,428934765.0,"[18.501197765019647, -33.98082107561631]",substation,,Way,2280.0,,,south-africa
2238,220543767.0,"[18.668753299999977, -33.87111040000002]",substation,transition,Way,510.0,66000,,south-africa
2239,824997340.0,"[25.183551586066873, -31.7235720035282]",substation,compensation,Way,10370.0,400000,,south-africa
2240,636805554.0,"[19.564863066090062, -28.87880906227433]",substation,transmission,Way,28700.0,220000;132000,,south-africa
2241,185171518.0,"[29.336430400000005, -25.959908249999998]",substation,transmission,Way,90490.0,400000,,south-africa
2242,799244467.0,"[28.429089137910655, -26.130590691975755]",substation,,Way,2880.0,,,south-africa
2243,83945972.0,"[27.754767541762682, -26.14833012124889]",substation,transmission,Way,137230.0,275000;132000,,south-africa
2245,931565310.0,"[27.720609059233748, -24.91356949084238]",substation,,Way,4690.0,88000,,south-africa
2248,858300441.0,"[18.476447581060608, -34.0976392999417]",substation,minor_distribution,Way,20.0,,,south-africa
2249,556344329.0,"[23.206053966752492, -30.323540352474716]",substation,transmission,Way,8520.0,132000,,south-africa
2250,544631147.0,"[28.38446141613558, -26.127912744616527]",substation,,Way,6130.0,,,south-africa
2251,872825251.0,"[28.00112939664906, -25.71882832313104]",substation,,Way,800.0,,,south-africa
2252,218668816.0,"[23.699805104022854, -29.159003847562346]",substation,transmission,Way,12880.0,132000,,south-africa
2254,114926166.0,"[29.98102123922205, -26.550654874351938]",substation,traction,Way,6750.0,88000,,south-africa
2255,223064679.0,"[29.30130116251174, -24.969170366561684]",substation,transmission,Way,8370.0,132000,,south-africa
2257,809215234.0,"[18.549289052649275, -34.0705090175982]",substation,,Way,0.0,,,south-africa
2258,211735912.0,"[30.08664826195518, -25.945662475372735]",substation,transmission,Way,9210.0,132000,,south-africa
2259,799244466.0,"[28.46661858940108, -26.210803176168287]",substation,,Way,2090.0,,,south-africa
2260,847485017.0,"[18.489464538313875, -34.06674776250325]",substation,,Way,30.0,,,south-africa
2261,62218059.0,"[18.540641286161254, -33.91791287811482]",substation,transition,Way,1030.0,,,south-africa
2263,108870503.0,"[30.22267176709805, -29.5231217966159]",substation,transmission,Way,3060.0,88000,,south-africa
2264,100601362.0,"[25.888866799999956, -29.809781750000013]",substation,,Way,3000.0,,,south-africa
2265,103753537.0,"[19.91992002613926, -33.40823229986808]",substation,traction,Way,3540.0,132000,,south-africa
2266,241531340.0,"[24.611254915628585, -29.061390130190343]",substation,transmission,Way,4860.0,132000,,south-africa
2267,423108826.0,"[18.447257197787167, -33.92042448381624]",substation,,Way,140.0,,,south-africa
2268,235775959.0,"[29.151963067722267, -25.9435390660383]",substation,traction,Way,2360.0,88000,,south-africa
2270,90456527.0,"[25.52272549891184, -33.83643684123021]",substation,transmission,Way,57940.0,132000,,south-africa
2271,807232051.0,"[18.547770349999915, -34.07706514999984]",substation,,Way,0.0,,,south-africa
2273,93158442.0,"[30.92246682617977, -25.409755965101812]",substation,transmission,Way,51310.0,275000;132000;66000,,south-africa
2274,929885446.0,"[27.115609068818834, -25.63654626617564]",substation,transmission,Way,5730.0,,,south-africa
2276,435060376.0,"[28.147987509005045, -26.108880365271833]",substation,,Way,6180.0,,,south-africa
2277,167591454.0,"[22.892133483095865, -32.152973391164274]",substation,traction,Way,5010.0,132000,,south-africa
2278,256761310.0,"[30.365357000000028, -25.628188499999947]",substation,,Way,930.0,,,south-africa
2280,455581647.0,"[27.924380185374268, -26.253333825949234]",substation,transmission,Way,18270.0,88000,,south-africa
2281,454099010.0,"[18.502375321596734, -33.90668964626511]",substation,transition,Way,1410.0,,,south-africa
2282,693872640.0,"[27.104813753079707, -25.39859556931769]",substation,transmission,Way,14500.0,,,south-africa
2283,240057771.0,"[29.994542152689185, -29.218353555261714]",substation,traction,Way,8690.0,88000,,south-africa
2285,100421924.0,"[23.25603040491102, -28.244974873156853]",substation,traction,Way,4740.0,132000,,south-africa
2286,522721143.0,"[28.499372939896478, -30.615018673825343]",substation,transmission,Way,7370.0,132000,,south-africa
2287,727274057.0,"[18.449210020498015, -34.02889462181652]",substation,minor_distribution,Way,360.0,,,south-africa
2288,481406142.0,"[28.30259247002561, -26.32266961197736]",substation,,Way,1720.0,,,south-africa
2289,704710256.0,"[28.2156262347408, -26.136450529069787]",substation,,Way,4090.0,,,south-africa
2291,704158192.0,"[18.46685655647463, -34.066112573838375]",substation,minor_distribution,Way,20.0,,,south-africa
2292,930733809.0,"[27.596201450000077, -25.652471500000036]",substation,transmission,Way,7990.0,88000,,south-africa
2296,120941876.0,"[31.99670874999994, -28.776287149999977]",substation,,Way,4640.0,,,south-africa
2297,685742611.0,"[26.196484421516864, -29.16327372213786]",substation,,Way,8430.0,,,south-africa
2298,698987489.0,"[18.460806912985483, -34.07171677014775]",substation,minor_distribution,Way,30.0,,,south-africa
2299,124878849.0,"[30.413226534943917, -29.600934796517173]",substation,transmission,Way,27930.0,132000;11000,,south-africa
2301,136019700.0,"[31.05809315704622, -24.31301252630797]",substation,transmission,Way,14650.0,,,south-africa
2302,256568122.0,"[30.606916030396427, -29.142274679648736]",substation,transmission,Way,6640.0,132000,,south-africa
2305,223477509.0,"[21.939332732460358, -29.410750758992773]",substation,transition,Way,1160.0,,,south-africa
2306,248721939.0,"[29.277008070043767, -28.349490045061778]",substation,traction,Way,790.0,88000,,south-africa
2307,200658827.0,"[27.58906893934396, -26.363657002426205]",substation,transmission,Way,16280.0,132000,,south-africa
2308,549348802.0,"[29.56240956441874, -24.316520028355775]",substation,,Way,7380.0,,,south-africa
2309,691312079.0,"[18.47656958064555, -34.09037207583303]",substation,minor_distribution,Way,30.0,,,south-africa
2311,921415413.0,"[21.06118274375496, -28.576307152925697]",substation,transmission,Way,10890.0,132000,,south-africa
2313,802008375.0,"[28.130140800000035, -26.473246500000016]",substation,,Way,1670.0,,,south-africa
2315,261323027.0,"[26.45616330146789, -28.71603709724599]",substation,traction,Way,2490.0,132000,,south-africa
2318,622362785.0,"[31.1316998366159, -29.55758966343263]",substation,,Way,3910.0,,,south-africa
2319,700684126.0,"[18.481124995533815, -33.89837686711608]",substation,minor_distribution,Way,100.0,,,south-africa
2320,537936578.0,"[26.657693012838322, -29.197157476123355]",substation,,Way,8340.0,,,south-africa
2321,736834409.0,"[30.17891624999996, -23.827965399999986]",substation,,Way,1020.0,,,south-africa
2324,824997183.0,"[25.191259662037346, -31.720339859370785]",substation,compensation,Way,10240.0,400000,,south-africa
2325,248602913.0,"[29.468979131517777, -25.78875935510002]",substation,transition,Way,1010.0,,,south-africa
2326,259658603.0,"[29.5886445794494, -26.005525500915226]",substation,traction,Way,1660.0,132000,,south-africa
2327,108192586.0,"[23.028909150000008, -31.957488700000095]",substation,traction,Way,4810.0,132000,,south-africa
2328,248413207.0,"[30.613231049177703, -25.888517921148885]",substation,transmission,Way,16310.0,132000,,south-africa
2333,807947220.0,"[18.55813602095878, -34.07247730206603]",substation,,Way,50.0,,,south-africa
2334,230445204.0,"[26.445296959980613, -31.478349810015793]",substation,distribution;traction,Way,7040.0,132000,,south-africa
2336,83950316.0,"[28.35505028217453, -26.10830943073655]",substation,transmission,Way,83750.0,275000;132000,,south-africa
2337,863606094.0,"[18.83003198511429, -33.827475782795226]",substation,,Way,3780.0,,,south-africa
2338,810571617.0,"[28.735930491008205, -26.74326878739496]",substation,,Way,1350.0,,,south-africa
2339,904353895.0,"[28.101182284333394, -32.81447492975072]",substation,,Way,4440.0,,,south-africa
2344,477899836.0,"[27.258331798064663, -25.623687135475357]",substation,transmission,Way,2890.0,88000,,south-africa
2345,925401482.0,"[29.29506938900479, -26.096179329276218]",substation,traction,Way,1280.0,,,south-africa
2347,167540668.0,"[26.81742988705667, -27.000449030375382]",substation,transmission,Way,480820.0,765000;400000;132000,,south-africa
2348,643187979.0,"[25.907181949999963, -32.73031224999985]",substation,transmission,Way,7270.0,132000,,south-africa
2349,131908985.0,"[29.694601233576446, -28.468985083552976]",substation,traction,Way,2640.0,88000,,south-africa
2350,656305153.0,"[29.69837976903398, -31.199875264261635]",substation,transmission,Way,11510.0,132000,,south-africa
2351,932954439.0,"[29.340142379245425, -24.367939181881138]",substation,transmission,Way,4160.0,132000,,south-africa
2352,215486167.0,"[22.968787900000045, -27.236120200000066]",substation,traction,Way,1380.0,132000,,south-africa
2354,148913412.0,"[30.13228737515452, -26.68709178243512]",substation,traction,Way,2160.0,88000,,south-africa
2355,205698425.0,"[28.421335286023687, -24.734534527733366]",substation,traction,Way,4680.0,132000,,south-africa
2356,827896912.0,"[18.895339346192213, -34.15227057025876]",substation,transition,Way,2190.0,,,south-africa
2357,92348290.0,"[25.744629344587086, -28.63789536055401]",substation,transmission,Way,801830.0,765000;400000;275000,,south-africa
2362,693884088.0,"[21.237361535734973, -33.12524687507274]",substation,traction,Way,1490.0,132000,,south-africa
2363,219964012.0,"[29.830478878498063, -27.31758794616511]",substation,traction,Way,2120.0,88000,,south-africa
2364,191290146.0,"[28.249630000000028, -25.531725399999996]",substation,traction,Way,5690.0,132000,,south-africa
2366,220180355.0,"[30.151349727037246, -25.755626171733734]",substation,traction,Way,720.0,132000,,south-africa
2367,824869496.0,"[27.187142612044045, -25.769925773831996]",substation,transmission,Way,1780.0,132000,,south-africa
2368,549602824.0,"[26.226914995646442, -27.235500314300925]",substation,,Way,170.0,,,south-africa
2369,651128591.0,"[28.26217054385764, -26.152000445896675]",substation,transmission,Way,3030.0,,,south-africa
2370,480014269.0,"[28.195356978119, -26.296573893828732]",substation,,Way,2220.0,,,south-africa
2372,180751865.0,"[26.948984196940952, -31.92662950831999]",substation,transmission,Way,39300.0,132000,,south-africa
2374,761354613.0,"[28.232128774137415, -25.939849440639662]",substation,,Way,2490.0,,,south-africa
2375,393475800.0,"[24.844509550158936, -34.184385345670385]",substation,,Way,380.0,,,south-africa
2376,275831292.0,"[29.532993449999978, -24.29413545000013]",substation,,Way,2310.0,,,south-africa
2377,660702261.0,"[28.723513438642296, -30.319591623118466]",substation,transmission,Way,5550.0,132000,,south-africa
2380,101150285.0,"[30.227856299999974, -25.716905800000024]",substation,transmission,Way,10770.0,132000,,south-africa
2383,219842640.0,"[29.780351642754336, -27.275133371176533]",substation,traction,Way,2340.0,88000,,south-africa
2385,814652175.0,"[25.59668469049156, -33.88499077193136]",substation,,Way,6540.0,,,south-africa
2386,801896858.0,"[28.281698674980326, -26.339947132062203]",substation,,Way,2800.0,,,south-africa
2387,229785230.0,"[29.88655915794487, -28.974361062754145]",substation,transmission,Way,14350.0,132000;88000,,south-africa
2389,227875559.0,"[29.899389624094646, -29.10189239860258]",substation,traction,Way,2510.0,88000,,south-africa
2391,100103880.0,"[18.99833375000018, -32.60527529999986]",substation,,Way,4130.0,,,south-africa
2392,455747142.0,"[28.090081502161397, -25.63681802634422]",substation,traction,Way,1810.0,88000,,south-africa
2393,572536833.0,"[25.6393296840516, -33.99357489997486]",substation,transmission,Way,6760.0,132000,,south-africa
2394,217421083.0,"[24.710225983233098, -29.996748750201036]",substation,,Way,650.0,,,south-africa
2395,307377326.0,"[28.259736962976135, -26.304202496898846]",substation,,Way,4450.0,88000,,south-africa
2397,426020151.0,"[18.726224049999985, -33.84452564999987]",substation,,Way,2020.0,,,south-africa
2398,414363932.0,"[22.920415856014387, -27.736242716044057]",substation,,Way,2030.0,,,south-africa
2400,191071308.0,"[24.82093914449302, -28.35154959168713]",substation,traction,Way,3040.0,132000,,south-africa
2404,717611817.0,"[28.527049681277223, -25.207445307273257]",substation,transmission,Way,5450.0,132000,,south-africa
2405,214401270.0,"[23.4477681349132, -28.37790650111784]",substation,,Way,170.0,,,south-africa
2406,881300676.0,"[26.881187271992314, -28.058088855120786]",substation,,Way,3790.0,,,south-africa
2407,857138643.0,"[18.481548349999986, -34.08695510000016]",substation,minor_distribution,Way,50.0,,,south-africa
2408,546108924.0,"[16.849612215476316, -28.158593717800763]",substation,,Way,1820.0,,,south-africa
2409,461668963.0,"[25.63203811385033, -33.5333824262016]",substation,transmission,Way,9430.0,132000,,south-africa
2410,262480226.0,"[26.674564392612528, -28.473834466280746]",substation,traction,Way,2030.0,132000,,south-africa
